variant,accuracy,macro_precision,macro_recall,macro_f1,samples
torch_fp32,0.995,0.9950247524752476,0.9950000000000001,0.9949999374984375,400
onnx_fp32,0.995,0.9950247524752476,0.9950000000000001,0.9949999374984375,400
onnx_int8_qdq,0.995,0.9950247524752476,0.9950000000000001,0.9949999374984375,400
