variant,accuracy,macro_precision,macro_recall,macro_f1,samples
torch_fp32,0.995,0.9950980392156863,0.995,0.994999499949995,400
onnx_fp32,0.995,0.9950980392156863,0.995,0.994999499949995,400
onnx_int8_qdq,0.995,0.9950980392156863,0.995,0.994999499949995,400
