model_key,model,variant,images,accuracy,min_margin,p01_margin,p05_margin,p10_margin,median_margin,mean_margin,max_runner_up_probability,count_margin_lt_0_50,count_margin_lt_0_35,count_margin_lt_0_25,lowest_margin_image_name,lowest_margin_true_class,lowest_margin_predicted_class,lowest_margin_runner_up_class
swin_tiny_lora,Swin-Tiny LoRA,onnx_int8_qdq,400,0.9925,0.0,0.049491630347555556,0.29660394314778954,0.40303531815590155,0.6051147125775518,0.5776970930971143,0.3376243582258749,86,29,14,bridge751.jpg,bridge,bridge,overpass
dinov2_vits14_lora,DINOv2 ViT-S/14 LoRA,onnx_int8_qdq,400,0.955,0.011867469878811376,0.024096153058933454,0.1751512130295584,0.3063580609899253,0.742623013158622,0.6753064016590986,0.4342651056276741,79,50,29,freeway766.jpg,freeway,railway,freeway
hetmcl_lite,HETMCL-lite,onnx_int8_qdq,400,1.0,0.5998992325493135,0.8664555332073196,0.9065114112659247,0.9182300293132384,0.9414300776266524,0.9359297761584026,0.1589376551805458,0,0,0,bridge751.jpg,bridge,bridge,overpass
