variant,runtime,provider,scene_pred,scene_confidence,runner_up,runner_up_probability,margin,raw_mask_path,color_mask_path,overlay_path,prob_bridge,prob_freeway,prob_overpass,prob_railway,mask_fraction_background,mask_fraction_bridge,mask_fraction_freeway,mask_fraction_overpass,mask_fraction_railway,fp32_int8_pixel_agreement
onnx_fp32,onnxruntime,CPUExecutionProvider,overpass,0.8882316251042359,railway,0.06385771236295934,0.8243739127412766,/home/lucas/Projects/machinelearning/CSC3109_Project/reports/figures/semantic_guided_cgaf_johor_onnx_20260616/johor_onnx_fp32_mask.png,/home/lucas/Projects/machinelearning/CSC3109_Project/reports/figures/semantic_guided_cgaf_johor_onnx_20260616/johor_onnx_fp32_color_mask.png,/home/lucas/Projects/machinelearning/CSC3109_Project/reports/figures/semantic_guided_cgaf_johor_onnx_20260616/johor_onnx_fp32_overlay.png,0.028163263428397308,0.01974739910440737,0.8882316251042359,0.06385771236295934,0.7492332458496094,0.0,0.0,0.24827194213867188,0.00249481201171875,0.86260986328125
onnx_int8_qdq_fullcalib,onnxruntime,CPUExecutionProvider,overpass,0.5964175186838939,railway,0.31848345893446656,0.27793405974942736,/home/lucas/Projects/machinelearning/CSC3109_Project/reports/figures/semantic_guided_cgaf_johor_onnx_20260616/johor_onnx_int8_qdq_fullcalib_mask.png,/home/lucas/Projects/machinelearning/CSC3109_Project/reports/figures/semantic_guided_cgaf_johor_onnx_20260616/johor_onnx_int8_qdq_fullcalib_color_mask.png,/home/lucas/Projects/machinelearning/CSC3109_Project/reports/figures/semantic_guided_cgaf_johor_onnx_20260616/johor_onnx_int8_qdq_fullcalib_overlay.png,0.05384024376845222,0.03125877861318737,0.5964175186838939,0.31848345893446656,0.7755203247070312,0.002777099609375,0.0,0.163818359375,0.05788421630859375,0.86260986328125
