run_id,checkpoint,checkpoint_path,source_checkpoint_path,checkpoint_artifact_path,quant_mode,mask_source,segmentation_reference_note,split,examples_exported,seg_mean_iou_vs_sam3,seg_mean_dice_vs_sam3,seg_pixel_accuracy_vs_sam3,classification_accuracy,classification_macro_f1,export_manifest,output_dir,figure_dir
semantic_guided_bf16_qat_best_recipe_20260615,fft,/home/lucas/CSC3109_Project_qat/model/semantic_guided_cgaf_checkpoint_exports_semantic_guided_bf16_qat_best_recipe_20260615/awq_w8a8/fft_awq_w8a8.pt,/home/lucas/CSC3109_Project_qat/model/semantic_guided_cgaf_fft_semantic_guided_bf16_qat_best_recipe_20260615/best_miou.pt,/home/lucas/CSC3109_Project_qat/model/semantic_guided_cgaf_checkpoint_exports_semantic_guided_bf16_qat_best_recipe_20260615/awq_w8a8/fft_awq_w8a8.pt,awq_w8a8,sam3_class_aware,"Segmentation metrics are agreement with sam3_class_aware pseudo-masks, not human ground truth.",internal_tune,560,0.8105752296215446,0.8912101756708841,0.9355317660740443,1.0,1.0,/home/lucas/CSC3109_Project_qat/reports/tables/semantic_guided_cgaf_mask_exports_semantic_guided_bf16_qat_best_recipe_20260615/semantic_guided_cgaf_mask_export_manifest.csv,/home/lucas/CSC3109_Project_qat/reports/tables/semantic_guided_cgaf_mask_exports_semantic_guided_bf16_qat_best_recipe_20260615,/home/lucas/CSC3109_Project_qat/reports/figures/semantic_guided_cgaf_mask_exports_semantic_guided_bf16_qat_best_recipe_20260615
semantic_guided_bf16_qat_best_recipe_20260615,peft,/home/lucas/CSC3109_Project_qat/model/semantic_guided_cgaf_checkpoint_exports_semantic_guided_bf16_qat_best_recipe_20260615/awq_w8a8/peft_awq_w8a8.pt,/home/lucas/CSC3109_Project_qat/model/semantic_guided_cgaf_peft_semantic_guided_bf16_qat_best_recipe_20260615/best_macro_f1.pt,/home/lucas/CSC3109_Project_qat/model/semantic_guided_cgaf_checkpoint_exports_semantic_guided_bf16_qat_best_recipe_20260615/awq_w8a8/peft_awq_w8a8.pt,awq_w8a8,sam3_class_aware,"Segmentation metrics are agreement with sam3_class_aware pseudo-masks, not human ground truth.",internal_tune,560,0.7543171211136981,0.8538286259981405,0.9118984699249267,0.9982142857142857,0.9982142629370272,/home/lucas/CSC3109_Project_qat/reports/tables/semantic_guided_cgaf_mask_exports_semantic_guided_bf16_qat_best_recipe_20260615/semantic_guided_cgaf_mask_export_manifest.csv,/home/lucas/CSC3109_Project_qat/reports/tables/semantic_guided_cgaf_mask_exports_semantic_guided_bf16_qat_best_recipe_20260615,/home/lucas/CSC3109_Project_qat/reports/figures/semantic_guided_cgaf_mask_exports_semantic_guided_bf16_qat_best_recipe_20260615
