variant,accuracy,macro_precision,macro_recall,macro_f1,samples
torch_fp32,0.995,0.9950980392156863,0.995,0.9950121896611772,400
onnx_fp32,0.995,0.9950980392156863,0.995,0.9950121896611772,400
onnx_int8_qdq,0.955,0.9592197072838666,0.9550000000000001,0.9547645319610281,400
