epoch,lr,train_loss,train_accuracy,tune_loss,tune_accuracy,tune_macro_precision,tune_macro_recall,tune_macro_f1
1,0.0001,0.49684524876730785,0.9361607142857142,0.39637155958584375,0.9964285714285714,0.9964788732394366,0.9964285714285714,0.9964283892035308
2,9.938441702975689e-05,0.3712077159966741,0.9982142857142857,0.37372866358075824,0.9982142857142857,0.99822695035461,0.9982142857142857,0.9982142629370272
3,9.755282581475769e-05,0.36034037790128165,0.9995535714285714,0.35950817806380136,1.0,1.0,1.0,1.0
4,9.45503262094184e-05,0.35670445816857477,0.9991071428571429,0.3567169972828456,1.0,1.0,1.0,1.0
5,9.045084971874738e-05,0.3550435070480619,0.9986607142857142,0.3591304131916591,1.0,1.0,1.0,1.0
6,8.535533905932738e-05,0.3524887966258185,1.0,0.35396597300257,1.0,1.0,1.0,1.0
7,7.938926261462366e-05,0.3509589789169175,1.0,0.35270881056785586,1.0,1.0,1.0,1.0
8,7.269952498697734e-05,0.3505151821034295,1.0,0.35179337518555776,1.0,1.0,1.0,1.0
