variant,accuracy,macro_precision,macro_recall,macro_f1,samples
torch_fp32,0.99,0.9903846153846154,0.99,0.9900346512096664,400
onnx_fp32,0.99,0.9903846153846154,0.99,0.9900346512096664,400
onnx_int8_qdq,0.9925,0.9926227916909338,0.9924999999999999,0.9924738647817354,400
